"std_name_p","species","genus","L1.name","L2.name","L3.name","L4.name"
"P. cactorum","Rheum rhaponticum","Rheum","Northern America",NA,NA,NA
"P. nicotianae","Rheum rhaponticum","Rheum","Northern America","North-Central U.S.A.","Kansas","Kansas"
"P. nicotianae","Rheum rhaponticum","Rheum","Northern America",NA,NA,NA
"P. nicotianae","Rheum rhaponticum","Rheum","Southern America","Caribbean","Windward Is.","Barbados"
"P. nicotianae","Rheum rhaponticum","Rheum","Northern America","North-Central U.S.A.","Illinois","Illinois"
"P. nicotianae","Rheum rhaponticum","Rheum","Northern America","Northeastern U.S.A.","New York","New York"
"P. nicotianae","Rheum rhaponticum","Rheum","Northern America","Southeastern U.S.A.","Louisiana","Louisiana"
"P. cactorum","Rheum rhaponticum","Rheum","Europe","Middle Europe","Germany","Germany"
"P. nicotianae","Rheum rhaponticum","Rheum","Northern America","South-Central U.S.A.","Texas","Texas"
"P. insolita",NA,"Rhizophora","Asia-Temperate","China",NA,NA
"P. estuarina","Rhizophora mangle","Rhizophora","Southern America","Brazil",NA,NA
"P. rhizophorae","Rhizophora mangle","Rhizophora","Southern America","Brazil",NA,NA
"P. ramorum",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. kernoviae",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. citricola",NA,NA,"Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum",NA,NA,"Europe","Northern Europe","Great Britain","Great Britain"
"P. foliorum",NA,NA,"Europe","Northern Europe","Great Britain","Great Britain"
"P. hibernalis",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. cactorum",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. syringae",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. cinnamomi",NA,"Rhododendron","Asia-Temperate","China",NA,NA
"P. ramorum",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. ramorum",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. plurivora",NA,"Rhododendron","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. heveae",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. ramorum",NA,"Rhododendron","Northern America",NA,NA,NA
"P. cinnamomi",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. plurivora",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. citrophthora",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. plurivora",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. syringae",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. citricola",NA,"Rhododendron","Northern America",NA,NA,NA
"P. cryptogea",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. ramorum",NA,"Rhododendron","Europe","Southwestern Europe","France","France"
"P. ramorum",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Washington","Washington"
"P. plurivora",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Slovenia"
"P. plurivora",NA,"Rhododendron","Europe","Middle Europe","Germany","Germany"
"P. ramorum",NA,"Rhododendron","Europe","Middle Europe","Netherlands","Netherlands"
"P. cinnamomi",NA,"Rhododendron","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. hibernalis",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. cactorum",NA,"Rhododendron",NA,NA,NA,NA
"P. cactorum",NA,"Rhododendron","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. ramorum",NA,"Rhododendron",NA,NA,NA,NA
"P. cactorum",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. ramorum",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Slovenia"
"P. nicotianae",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. cinnamomi",NA,"Rhododendron","Northern America","Mexico",NA,NA
"P. plurivora",NA,"Rhododendron","Northern America",NA,NA,NA
"P. chlamydospora",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. ramorum",NA,"Rhododendron","Europe","Middle Europe","Germany","Germany"
"P. chlamydospora",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. plurivora",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. syringae",NA,"Rhododendron","Europe","Northern Europe",NA,NA
"P. pseudosyringae",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. × cambivora",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. syringae",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. niederhauserii",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. hibernalis",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. cinnamomi",NA,"Rhododendron","Asia-Tropical","Indo-China","Vietnam","Vietnam"
"P. cinnamomi",NA,"Rhododendron","Northern America","Northeastern U.S.A.","New York","New York"
"P. citricola",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. chlamydospora",NA,"Rhododendron","Australasia","Australia","Western Australia","Western Australia"
"P. × cambivora",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. ramorum",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Serbia"
"P. citricola",NA,"Rhododendron","Europe","Middle Europe","Netherlands","Netherlands"
"P. ramorum",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. ramorum",NA,"Rhododendron","Europe","Northern Europe",NA,NA
"P. kernoviae",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. ramorum",NA,"Rhododendron","Europe",NA,NA,NA
"P. pseudocryptogea",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. cactorum",NA,"Rhododendron","Northern America","Northeastern U.S.A.","New Jersey","New Jersey"
"P. cinnamomi",NA,"Rhododendron","Northern America","Northeastern U.S.A.","New Jersey","New Jersey"
"P. gonapodyides",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. plurivora",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. foliorum",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. foliorum",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. pini",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. pini",NA,"Rhododendron","Northern America","Northeastern U.S.A.","West Virginia","West Virginia"
"P. citrophthora",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. cactorum",NA,"Rhododendron","Australasia","Australia",NA,NA
"P. plurivora",NA,"Rhododendron","Europe","Northern Europe",NA,NA
"P. ramorum",NA,"Rhododendron","Asia-Temperate","Eastern Asia","Japan",NA
"P. citrophthora",NA,"Rhododendron","Europe","Middle Europe","Hungary","Hungary"
"P. multivora",NA,"Rhododendron","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. bilorbang",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. bishii",NA,"Rhododendron","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. multivora",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. cinnamomi",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. plurivora",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. gregata",NA,"Rhododendron","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. heveae",NA,"Rhododendron","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. palmivora",NA,"Rhododendron","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. cinnamomi",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. × cambivora",NA,"Rhododendron","Europe","Northern Europe","Denmark","Denmark"
"P. plurivora",NA,"Rhododendron","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. nicotianae",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. ramorum",NA,"Rhododendron","Europe","Northern Europe","Ireland","Northern Ireland"
"P. hedraiandra",NA,"Rhododendron","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. plurivora",NA,"Rhododendron","Europe","Middle Europe","Belgium","Luxembourg"
"P. chlamydospora",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. hibernalis",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. ramorum",NA,"Rhododendron","Europe","Southeastern Europe","Greece","Greece"
"P. nicotianae",NA,"Rhododendron","Europe","Southeastern Europe","Greece","Greece"
"P. citrophthora",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. cactorum",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. cinnamomi",NA,"Rhododendron","Africa","Southern Africa",NA,NA
"P. pseudocryptogea",NA,"Rhododendron","Europe","Northern Europe",NA,NA
"P. tropicalis",NA,"Rhododendron","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. cinnamomi",NA,"Rhododendron","Pacific","North-Central Pacific","Hawaii",NA
"P. multivora",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. tropicalis",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. cinnamomi",NA,"Rhododendron","Australasia","Australia",NA,NA
"P. cinnamomi",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. ramorum",NA,"Rhododendron","Northern America","North-Central U.S.A.","Kansas","Kansas"
"P. cactorum",NA,"Rhododendron","Northern America","Northeastern U.S.A.","Pennsylvania","Pennsylvania"
"P. heveae",NA,"Rhododendron","Northern America",NA,NA,NA
"P. tropicalis",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. elongata",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. lateralis",NA,"Rhododendron","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. citricola",NA,"Rhododendron","Europe","Middle Europe","Germany","Germany"
"P. syringae",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. cinnamomi",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Mississippi","Mississippi"
"P. ramorum",NA,"Rhododendron","Europe","Middle Europe","Poland","Poland"
"P. plurivora",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. citrophthora",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. lacustris",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. cinnamomi",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. nicotianae",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. plurivora",NA,"Rhododendron","Europe","Middle Europe","Belgium","Belgium"
"P. ramorum",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. citricola",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. chlamydospora",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. kernoviae",NA,"Rhododendron",NA,NA,NA,NA
"P. × cambivora",NA,"Rhododendron","Europe","Northern Europe",NA,NA
"P. × cambivora",NA,"Rhododendron","Northern America","Northeastern U.S.A.","Ohio","Ohio"
"P. cactorum",NA,"Rhododendron","Northern America",NA,NA,NA
"P. cinnamomi",NA,"Rhododendron","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. ramorum",NA,"Rhododendron","Europe","Middle Europe","Belgium","Belgium"
"P. citricola",NA,"Rhododendron","Europe","Southwestern Europe","France","France"
"P. occultans",NA,"Rhododendron","Europe","Southeastern Europe","Yugoslavia","Croatia"
"P. cinnamomi",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Maryland","Maryland"
"P. citricola",NA,"Rhododendron","Australasia","Australia",NA,NA
"P. pseudosyringae",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. hedraiandra",NA,"Rhododendron","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. citricola",NA,"Rhododendron","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. tropicalis",NA,"Rhododendron","Europe","Southeastern Europe","Italy","Italy"
"P. cactorum",NA,"Rhododendron","Northern America","Northeastern U.S.A.","Ohio","Ohio"
"P. citrophthora",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. cactorum",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. megasperma",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. nicotianae",NA,"Rhododendron","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. × cambivora",NA,"Rhododendron","Northern America",NA,NA,NA
"P. tropicalis",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Virginia","Virginia"
"P. pini",NA,"Rhododendron","Europe","Northern Europe","Finland","Finland"
"P. cinnamomi",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. hedraiandra",NA,"Rhododendron","Northern America",NA,NA,NA
"P. cinnamomi",NA,"Rhododendron","Asia-Temperate","Eastern Asia","Japan",NA
"P. hibernalis",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. ramorum",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. pseudosyringae",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. citricola",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. cryptogea",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. lacustris",NA,"Rhododendron","Europe","Northern Europe","Ireland","Ireland"
"P. plurivora",NA,"Rhododendron","Northern America","Northeastern U.S.A.","New York","New York"
"P. plurivora",NA,"Rhododendron","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. plurivora",NA,"Rhododendron","Europe","Southwestern Europe","France","France"
"P. cactorum",NA,"Rhododendron","Europe","Middle Europe","Germany","Germany"
"P. cactorum",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Washington","Washington"
"P. cinnamomi",NA,"Rhododendron","Northern America",NA,NA,NA
"P. pini",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. citricola",NA,"Rhododendron","Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. ramorum",NA,"Rhododendron","Australasia","Australia","Western Australia","Western Australia"
"P. citricola",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. cactorum",NA,"Rhododendron","Northern America","Northeastern U.S.A.","New York","New York"
"P. crassamura",NA,"Rhododendron","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. primulae",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. capsici",NA,"Rhododendron","Northern America","Mexico",NA,NA
"P. plurivora",NA,"Rhododendron","Europe","Southeastern Europe","Italy","Italy"
"P. multivora",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. cryptogea",NA,"Rhododendron","Europe","Middle Europe","Switzerland","Switzerland"
"P. hedraiandra",NA,"Rhododendron","Europe","Middle Europe","Poland","Poland"
"P. cactorum",NA,"Rhododendron","Europe","Middle Europe","Czechoslovakia","Czech Republic"
"P. citrophthora",NA,"Rhododendron","Northern America","Northeastern U.S.A.","Massachusetts","Massachusetts"
"P. ilicis",NA,"Rhododendron","Europe","Northern Europe","Great Britain","Great Britain"
"P. citricola",NA,"Rhododendron","Northern America","North-Central U.S.A.","Minnesota","Minnesota"
"P. syringae",NA,"Rhododendron","Northern America","Southwestern U.S.A.","California","California"
"P. multivora",NA,"Rhododendron","Europe","Southwestern Europe","Spain","Spain"
"P. cactorum",NA,"Rhododendron","Europe","Northern Europe","Finland","Finland"
